date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
26-06-2007,4,-1,0,8.7,1.5,37.5,-0.5,-2,2,-2,17.5,51.5,86,0.15,1017.5,4,8,112,12,Paris
27-06-2007,4,-2,0,6.95,1.5,43.5,-3.5,-3,0.5,-3,16,39,75,0.15,1022,4,9,241.5,10,Paris
28-06-2007,5.5,0,0,6.95,1,51,1,-0.5,2.5,-0.5,18,56.5,90,1.65,1015,5.5,7,219.5,10.5,Paris
29-06-2007,4,0,0.1,6.05,1.5,58.5,-0.5,-3,1.5,-3,26,58,86.5,5.1,1006,4,8.5,188.5,16,Paris
30-06-2007,3.5,-2,0.15,8.7,1.5,63.5,-3,-4.5,0,-4.5,26.5,19,79.5,0.25,1008.5,3.5,9.5,206,17,Paris
01-07-2007,2.5,-2,0.3,7.75,1,65.5,-3,-4,-0.5,-4,18.5,44,84,0.35,1014.5,2.5,7,149.5,12.5,Paris
02-07-2007,2,-2.5,0.1,6.85,1.5,61.5,-3.5,-5,-0.5,-5,17.5,20.5,81.5,0.1,1022,2,10,148.5,11.5,Paris
03-07-2007,2.5,-3,0,8.6,2,61,-3.5,-5,-1,-5,21,21,83,0,1024,2.5,10,94,13,Paris
04-07-2007,0,-5,0,7.75,1.5,61,-8.5,-6,-2.5,-6,11,17,65,0,1021.5,0,10,85.5,8,Paris
05-07-2007,-0.5,-5,2.35,5.95,1,61.5,-6.5,-5.5,-2.5,-5.5,12.5,64,77.5,2.8,1013.5,-0.5,8,127.5,7.5,Paris
06-07-2007,-3.5,-6.5,0.2,5.1,1,61.5,-7.5,-9.5,-4.5,-9.5,20,52,79.5,0.25,1013,-3.5,9,88,13,Paris
07-07-2007,-3,-7.5,2.2,8.7,1.5,61,-7,-10,-5.5,-10,16,26.5,85,2.6,1016,-3,8,108,10.5,Paris
08-07-2007,-2,-7,0,7.8,1.5,61.5,-5.5,-10,-4,-10,28.5,26.5,89,0,1021.5,-2,9.5,36,17,Paris
09-07-2007,-1,-6.5,0.25,6,1,61.5,-5,-9,-4,-9,24.5,51.5,88,1.05,1021,-1,5,45,15.5,Paris
10-07-2007,1,-4.5,0.45,6,1.5,61.5,-4,-4,-1.5,-4,10.5,48.5,86,0.55,1022,1,8,118,7,Paris
11-07-2007,1.5,-4.5,0,7.8,1.5,59.5,-4.5,-4,-1.5,-4,15,28.5,82.5,0,1024.5,1.5,9,170,8,Paris
12-07-2007,1,-2.5,0.05,7.8,1.5,50.5,-3,-6,-1,-6,28,40.5,88,0.05,1018,1,8.5,178.5,15.5,Paris
13-07-2007,3,-0.5,1.1,4.2,1,43.5,0.5,-2.5,1.5,-2.5,24.5,87,94,6.1,1008.5,3,5.5,191.5,14.5,Paris
14-07-2007,3.5,0.5,0,6,1,37.5,1.5,-0.5,2.5,-0.5,17.5,67.5,95,1.15,1010,3.5,7,170,10,Paris
15-07-2007,5,-0.5,0,7.8,1.5,34,0,-1.5,1.5,-1.5,20,39.5,91,0.15,1019,5,6.5,191.5,11.5,Paris
16-07-2007,5.5,-0.5,0,6,1.5,31,0.5,-2.5,2,-2.5,30,73,90.5,5,1017,5.5,9,171.5,17.5,Paris
17-07-2007,7.5,4.5,0,4.2,2,31.5,5,2.5,6,2.5,33,76.5,93,1.05,1017.5,7.5,7.5,227,19.5,Paris
18-07-2007,8,3,0,7.8,1.5,31.5,4,2,5.5,2,29.5,51,91,5,1015.5,8,5.5,214.5,17.5,Paris
19-07-2007,7,2,0,6,1.5,31,2.5,0,4.5,0,33,50.5,88.5,5.8,1007.5,7,8,156.5,20.5,Paris
20-07-2007,4.5,0,0,4.25,1,31,0.5,-2,2,-2,23,55,89.5,2.9,1004.5,4.5,9,185.5,14,Paris
21-07-2007,5.5,1,0,6.05,1,31.5,1.5,0,2.5,0,16.5,63.5,92,0.45,1013,5.5,6,225,10,Paris
22-07-2007,6.5,1.5,0,5.15,1,31.5,2.5,-0.5,3.5,-0.5,32,73,92,5.35,1009.5,6.5,7,174.5,19,Paris
23-07-2007,7,2.5,0,5.2,1.5,31,3,1.5,5,1.5,31,77.5,87.5,3.55,1001.5,7,9.5,187.5,19,Paris
24-07-2007,5.5,2.5,0,4.3,1,31,2.5,1,4,1,16.5,68.5,91,0.6,1006.5,5.5,7.5,218,10.5,Paris
25-07-2007,5.5,1,0,4.3,1,34,1.5,-1,3,-1,24,68,91,0.55,1011.5,5.5,7.5,155,14.5,Paris
26-07-2007,4,-1,0,8.7,1.5,37.5,-0.5,-2,2,-2,17.5,51.5,86,0.15,1017.5,4,8,112,12,Paris
27-07-2007,4,-2,0,6.95,1.5,43.5,-3.5,-3,0.5,-3,16,39,75,0.15,1022,4,9,241.5,10,Paris
28-07-2007,5.5,0,0,6.95,1,51,1,-0.5,2.5,-0.5,18,56.5,90,1.65,1015,5.5,7,219.5,10.5,Paris
29-07-2007,4,0,0.1,6.05,1.5,58.5,-0.5,-3,1.5,-3,26,58,86.5,5.1,1006,4,8.5,188.5,16,Paris
30-07-2007,3.5,-2,0.15,8.7,1.5,63.5,-3,-4.5,0,-4.5,26.5,19,79.5,0.25,1008.5,3.5,9.5,206,17,Paris
31-07-2007,3.5,-2,0,8.7,2,65.5,-4,-5,0.5,-5,30,22.5,75,0,1009.5,3.5,10,175.5,18,Paris
01-08-2007,2.5,-2,0.3,7.75,1,65.5,-3,-4,-0.5,-4,18.5,44,84,0.35,1014.5,2.5,7,149.5,12.5,Paris
02-08-2007,2,-2.5,0.1,6.85,1.5,61.5,-3.5,-5,-0.5,-5,17.5,20.5,81.5,0.1,1022,2,10,148.5,11.5,Paris
03-08-2007,2.5,-3,0,8.6,2,61,-3.5,-5,-1,-5,21,21,83,0,1024,2.5,10,94,13,Paris
04-08-2007,0,-5,0,7.75,1.5,61,-8.5,-6,-2.5,-6,11,17,65,0,1021.5,0,10,85.5,8,Paris
05-08-2007,-0.5,-5,2.35,5.95,1,61.5,-6.5,-5.5,-2.5,-5.5,12.5,64,77.5,2.8,1013.5,-0.5,8,127.5,7.5,Paris
06-08-2007,-3.5,-6.5,0.2,5.1,1,61.5,-7.5,-9.5,-4.5,-9.5,20,52,79.5,0.25,1013,-3.5,9,88,13,Paris
07-08-2007,-3,-7.5,2.2,8.7,1.5,61,-7,-10,-5.5,-10,16,26.5,85,2.6,1016,-3,8,108,10.5,Paris
08-08-2007,-2,-7,0,7.8,1.5,61.5,-5.5,-10,-4,-10,28.5,26.5,89,0,1021.5,-2,9.5,36,17,Paris
09-08-2007,-1,-6.5,0.25,6,1,61.5,-5,-9,-4,-9,24.5,51.5,88,1.05,1021,-1,5,45,15.5,Paris
10-08-2007,1,-4.5,0.45,6,1.5,61.5,-4,-4,-1.5,-4,10.5,48.5,86,0.55,1022,1,8,118,7,Paris
11-08-2007,1.5,-4.5,0,7.8,1.5,59.5,-4.5,-4,-1.5,-4,15,28.5,82.5,0,1024.5,1.5,9,170,8,Paris
12-08-2007,1,-2.5,0.05,7.8,1.5,50.5,-3,-6,-1,-6,28,40.5,88,0.05,1018,1,8.5,178.5,15.5,Paris
13-08-2007,3,-0.5,1.1,4.2,1,43.5,0.5,-2.5,1.5,-2.5,24.5,87,94,6.1,1008.5,3,5.5,191.5,14.5,Paris
14-08-2007,3.5,0.5,0,6,1,37.5,1.5,-0.5,2.5,-0.5,17.5,67.5,95,1.15,1010,3.5,7,170,10,Paris
15-08-2007,5,-0.5,0,7.8,1.5,34,0,-1.5,1.5,-1.5,20,39.5,91,0.15,1019,5,6.5,191.5,11.5,Paris
16-08-2007,5.5,-0.5,0,6,1.5,31,0.5,-2.5,2,-2.5,30,73,90.5,5,1017,5.5,9,171.5,17.5,Paris
17-08-2007,7.5,4.5,0,4.2,2,31.5,5,2.5,6,2.5,33,76.5,93,1.05,1017.5,7.5,7.5,227,19.5,Paris
18-08-2007,8,3,0,7.8,1.5,31.5,4,2,5.5,2,29.5,51,91,5,1015.5,8,5.5,214.5,17.5,Paris
19-08-2007,7,2,0,6,1.5,31,2.5,0,4.5,0,33,50.5,88.5,5.8,1007.5,7,8,156.5,20.5,Paris
20-08-2007,4.5,0,0,4.25,1,31,0.5,-2,2,-2,23,55,89.5,2.9,1004.5,4.5,9,185.5,14,Paris
21-08-2007,5.5,1,0,6.05,1,31.5,1.5,0,2.5,0,16.5,63.5,92,0.45,1013,5.5,6,225,10,Paris
22-08-2007,6.5,1.5,0,5.15,1,31.5,2.5,-0.5,3.5,-0.5,32,73,92,5.35,1009.5,6.5,7,174.5,19,Paris
23-08-2007,7,2.5,0,5.2,1.5,31,3,1.5,5,1.5,31,77.5,87.5,3.55,1001.5,7,9.5,187.5,19,Paris
24-08-2007,5.5,2.5,0,4.3,1,31,2.5,1,4,1,16.5,68.5,91,0.6,1006.5,5.5,7.5,218,10.5,Paris
25-08-2007,5.5,1,0,4.3,1,34,1.5,-1,3,-1,24,68,91,0.55,1011.5,5.5,7.5,155,14.5,Paris
26-08-2007,4,-1,0,8.7,1.5,37.5,-0.5,-2,2,-2,17.5,51.5,86,0.15,1017.5,4,8,112,12,Paris
27-08-2007,4,-2,0,6.95,1.5,43.5,-3.5,-3,0.5,-3,16,39,75,0.15,1022,4,9,241.5,10,Paris
28-08-2007,5.5,0,0,6.95,1,51,1,-0.5,2.5,-0.5,18,56.5,90,1.65,1015,5.5,7,219.5,10.5,Paris
29-08-2007,4,0,0.1,6.05,1.5,58.5,-0.5,-3,1.5,-3,26,58,86.5,5.1,1006,4,8.5,188.5,16,Paris
30-08-2007,3.5,-2,0.15,8.7,1.5,63.5,-3,-4.5,0,-4.5,26.5,19,79.5,0.25,1008.5,3.5,9.5,206,17,Paris
31-08-2007,3.5,-2,0,8.7,2,65.5,-4,-5,0.5,-5,30,22.5,75,0,1009.5,3.5,10,175.5,18,Paris
01-09-2007,2.5,-2,0.3,7.75,1,65.5,-3,-4,-0.5,-4,18.5,44,84,0.35,1014.5,2.5,7,149.5,12.5,Paris
02-09-2007,2,-2.5,0.1,6.85,1.5,61.5,-3.5,-5,-0.5,-5,17.5,20.5,81.5,0.1,1022,2,10,148.5,11.5,Paris
03-09-2007,2.5,-3,0,8.6,2,61,-3.5,-5,-1,-5,21,21,83,0,1024,2.5,10,94,13,Paris
04-09-2007,0,-5,0,7.75,1.5,61,-8.5,-6,-2.5,-6,11,17,65,0,1021.5,0,10,85.5,8,Paris
05-09-2007,-0.5,-5,2.35,5.95,1,61.5,-6.5,-5.5,-2.5,-5.5,12.5,64,77.5,2.8,1013.5,-0.5,8,127.5,7.5,Paris
06-09-2007,-3.5,-6.5,0.2,5.1,1,61.5,-7.5,-9.5,-4.5,-9.5,20,52,79.5,0.25,1013,-3.5,9,88,13,Paris
07-09-2007,-3,-7.5,2.2,8.7,1.5,61,-7,-10,-5.5,-10,16,26.5,85,2.6,1016,-3,8,108,10.5,Paris
08-09-2007,-2,-7,0,7.8,1.5,61.5,-5.5,-10,-4,-10,28.5,26.5,89,0,1021.5,-2,9.5,36,17,Paris
09-09-2007,-1,-6.5,0.25,6,1,61.5,-5,-9,-4,-9,24.5,51.5,88,1.05,1021,-1,5,45,15.5,Paris
10-09-2007,1,-4.5,0.45,6,1.5,61.5,-4,-4,-1.5,-4,10.5,48.5,86,0.55,1022,1,8,118,7,Paris
11-09-2007,1.5,-4.5,0,7.8,1.5,59.5,-4.5,-4,-1.5,-4,15,28.5,82.5,0,1024.5,1.5,9,170,8,Paris
12-09-2007,1,-2.5,0.05,7.8,1.5,50.5,-3,-6,-1,-6,28,40.5,88,0.05,1018,1,8.5,178.5,15.5,Paris
13-09-2007,3,-0.5,1.1,4.2,1,43.5,0.5,-2.5,1.5,-2.5,24.5,87,94,6.1,1008.5,3,5.5,191.5,14.5,Paris
14-09-2007,3.5,0.5,0,6,1,37.5,1.5,-0.5,2.5,-0.5,17.5,67.5,95,1.15,1010,3.5,7,170,10,Paris
15-09-2007,5,-0.5,0,7.8,1.5,34,0,-1.5,1.5,-1.5,20,39.5,91,0.15,1019,5,6.5,191.5,11.5,Paris
16-09-2007,5.5,-0.5,0,6,1.5,31,0.5,-2.5,2,-2.5,30,73,90.5,5,1017,5.5,9,171.5,17.5,Paris
17-09-2007,7.5,4.5,0,4.2,2,31.5,5,2.5,6,2.5,33,76.5,93,1.05,1017.5,7.5,7.5,227,19.5,Paris
18-09-2007,8,3,0,7.8,1.5,31.5,4,2,5.5,2,29.5,51,91,5,1015.5,8,5.5,214.5,17.5,Paris
19-09-2007,7,2,0,6,1.5,31,2.5,0,4.5,0,33,50.5,88.5,5.8,1007.5,7,8,156.5,20.5,Paris
20-09-2007,4.5,0,0,4.25,1,31,0.5,-2,2,-2,23,55,89.5,2.9,1004.5,4.5,9,185.5,14,Paris
21-09-2007,5.5,1,0,6.05,1,31.5,1.5,0,2.5,0,16.5,63.5,92,0.45,1013,5.5,6,225,10,Paris
22-09-2007,6.5,1.5,0,5.15,1,31.5,2.5,-0.5,3.5,-0.5,32,73,92,5.35,1009.5,6.5,7,174.5,19,Paris
23-09-2007,7,2.5,0,5.2,1.5,31,3,1.5,5,1.5,31,77.5,87.5,3.55,1001.5,7,9.5,187.5,19,Paris
24-09-2007,5.5,2.5,0,4.3,1,31,2.5,1,4,1,16.5,68.5,91,0.6,1006.5,5.5,7.5,218,10.5,Paris
25-09-2007,5.5,1,0,4.3,1,34,1.5,-1,3,-1,24,68,91,0.55,1011.5,5.5,7.5,155,14.5,Paris
26-09-2007,4,-1,0,8.7,1.5,37.5,-0.5,-2,2,-2,17.5,51.5,86,0.15,1017.5,4,8,112,12,Paris
27-09-2007,4,-2,0,6.95,1.5,43.5,-3.5,-3,0.5,-3,16,39,75,0.15,1022,4,9,241.5,10,Paris
28-09-2007,5.5,0,0,6.95,1,51,1,-0.5,2.5,-0.5,18,56.5,90,1.65,1015,5.5,7,219.5,10.5,Paris
29-09-2007,4,0,0.1,6.05,1.5,58.5,-0.5,-3,1.5,-3,26,58,86.5,5.1,1006,4,8.5,188.5,16,Paris
30-09-2007,3.5,-2,0.15,8.7,1.5,63.5,-3,-4.5,0,-4.5,26.5,19,79.5,0.25,1008.5,3.5,9.5,206,17,Paris
01-10-2007,2.5,-2,0.3,7.75,1,65.5,-3,-4,-0.5,-4,18.5,44,84,0.35,1014.5,2.5,7,149.5,12.5,Paris
02-10-2007,2,-2.5,0.1,6.85,1.5,61.5,-3.5,-5,-0.5,-5,17.5,20.5,81.5,0.1,1022,2,10,148.5,11.5,Paris
03-10-2007,2.5,-3,0,8.6,2,61,-3.5,-5,-1,-5,21,21,83,0,1024,2.5,10,94,13,Paris
04-10-2007,0,-5,0,7.75,1.5,61,-8.5,-6,-2.5,-6,11,17,65,0,1021.5,0,10,85.5,8,Paris
05-10-2007,-0.5,-5,2.35,5.95,1,61.5,-6.5,-5.5,-2.5,-5.5,12.5,64,77.5,2.8,1013.5,-0.5,8,127.5,7.5,Paris
06-10-2007,-3.5,-6.5,0.2,5.1,1,61.5,-7.5,-9.5,-4.5,-9.5,20,52,79.5,0.25,1013,-3.5,9,88,13,Paris
07-10-2007,-3,-7.5,2.2,8.7,1.5,61,-7,-10,-5.5,-10,16,26.5,85,2.6,1016,-3,8,108,10.5,Paris
08-10-2007,-2,-7,0,7.8,1.5,61.5,-5.5,-10,-4,-10,28.5,26.5,89,0,1021.5,-2,9.5,36,17,Paris
09-10-2007,-1,-6.5,0.25,6,1,61.5,-5,-9,-4,-9,24.5,51.5,88,1.05,1021,-1,5,45,15.5,Paris
10-10-2007,1,-4.5,0.45,6,1.5,61.5,-4,-4,-1.5,-4,10.5,48.5,86,0.55,1022,1,8,118,7,Paris
11-10-2007,1.5,-4.5,0,7.8,1.5,59.5,-4.5,-4,-1.5,-4,15,28.5,82.5,0,1024.5,1.5,9,170,8,Paris
12-10-2007,1,-2.5,0.05,7.8,1.5,50.5,-3,-6,-1,-6,28,40.5,88,0.05,1018,1,8.5,178.5,15.5,Paris
13-10-2007,3,-0.5,1.1,4.2,1,43.5,0.5,-2.5,1.5,-2.5,24.5,87,94,6.1,1008.5,3,5.5,191.5,14.5,Paris
14-10-2007,3.5,0.5,0,6,1,37.5,1.5,-0.5,2.5,-0.5,17.5,67.5,95,1.15,1010,3.5,7,170,10,Paris
15-10-2007,5,-0.5,0,7.8,1.5,34,0,-1.5,1.5,-1.5,20,39.5,91,0.15,1019,5,6.5,191.5,11.5,Paris
16-10-2007,5.5,-0.5,0,6,1.5,31,0.5,-2.5,2,-2.5,30,73,90.5,5,1017,5.5,9,171.5,17.5,Paris
17-10-2007,7.5,4.5,0,4.2,2,31.5,5,2.5,6,2.5,33,76.5,93,1.05,1017.5,7.5,7.5,227,19.5,Paris
18-10-2007,8,3,0,7.8,1.5,31.5,4,2,5.5,2,29.5,51,91,5,1015.5,8,5.5,214.5,17.5,Paris
19-10-2007,7,2,0,6,1.5,31,2.5,0,4.5,0,33,50.5,88.5,5.8,1007.5,7,8,156.5,20.5,Paris
20-10-2007,4.5,0,0,4.25,1,31,0.5,-2,2,-2,23,55,89.5,2.9,1004.5,4.5,9,185.5,14,Paris
21-10-2007,5.5,1,0,6.05,1,31.5,1.5,0,2.5,0,16.5,63.5,92,0.45,1013,5.5,6,225,10,Paris
22-10-2007,6.5,1.5,0,5.15,1,31.5,2.5,-0.5,3.5,-0.5,32,73,92,5.35,1009.5,6.5,7,174.5,19,Paris
23-10-2007,7,2.5,0,5.2,1.5,31,3,1.5,5,1.5,31,77.5,87.5,3.55,1001.5,7,9.5,187.5,19,Paris
24-10-2007,5.5,2.5,0,4.3,1,31,2.5,1,4,1,16.5,68.5,91,0.6,1006.5,5.5,7.5,218,10.5,Paris
25-10-2007,5.5,1,0,4.3,1,34,1.5,-1,3,-1,24,68,91,0.55,1011.5,5.5,7.5,155,14.5,Paris
26-10-2007,4,-1,0,8.7,1.5,37.5,-0.5,-2,2,-2,17.5,51.5,86,0.15,1017.5,4,8,112,12,Paris
27-10-2007,4,-2,0,6.95,1.5,43.5,-3.5,-3,0.5,-3,16,39,75,0.15,1022,4,9,241.5,10,Paris
28-10-2007,5.5,0,0,6.95,1,51,1,-0.5,2.5,-0.5,18,56.5,90,1.65,1015,5.5,7,219.5,10.5,Paris
29-10-2007,4,0,0.1,6.05,1.5,58.5,-0.5,-3,1.5,-3,26,58,86.5,5.1,1006,4,8.5,188.5,16,Paris
30-10-2007,3.5,-2,0.15,8.7,1.5,63.5,-3,-4.5,0,-4.5,26.5,19,79.5,0.25,1008.5,3.5,9.5,206,17,Paris
31-10-2007,3.5,-2,0,8.7,2,65.5,-4,-5,0.5,-5,30,22.5,75,0,1009.5,3.5,10,175.5,18,Paris
01-11-2007,2.5,-2,0.3,7.75,1,65.5,-3,-4,-0.5,-4,18.5,44,84,0.35,1014.5,2.5,7,149.5,12.5,Paris
02-11-2007,2,-2.5,0.1,6.85,1.5,61.5,-3.5,-5,-0.5,-5,17.5,20.5,81.5,0.1,1022,2,10,148.5,11.5,Paris
03-11-2007,2.5,-3,0,8.6,2,61,-3.5,-5,-1,-5,21,21,83,0,1024,2.5,10,94,13,Paris
04-11-2007,0,-5,0,7.75,1.5,61,-8.5,-6,-2.5,-6,11,17,65,0,1021.5,0,10,85.5,8,Paris
05-11-2007,-0.5,-5,2.35,5.95,1,61.5,-6.5,-5.5,-2.5,-5.5,12.5,64,77.5,2.8,1013.5,-0.5,8,127.5,7.5,Paris
06-11-2007,-3.5,-6.5,0.2,5.1,1,61.5,-7.5,-9.5,-4.5,-9.5,20,52,79.5,0.25,1013,-3.5,9,88,13,Paris
07-11-2007,-3,-7.5,2.2,8.7,1.5,61,-7,-10,-5.5,-10,16,26.5,85,2.6,1016,-3,8,108,10.5,Paris
08-11-2007,-2,-7,0,7.8,1.5,61.5,-5.5,-10,-4,-10,28.5,26.5,89,0,1021.5,-2,9.5,36,17,Paris
09-11-2007,-1,-6.5,0.25,6,1,61.5,-5,-9,-4,-9,24.5,51.5,88,1.05,1021,-1,5,45,15.5,Paris
10-11-2007,1,-4.5,0.45,6,1.5,61.5,-4,-4,-1.5,-4,10.5,48.5,86,0.55,1022,1,8,118,7,Paris
11-11-2007,1.5,-4.5,0,7.8,1.5,59.5,-4.5,-4,-1.5,-4,15,28.5,82.5,0,1024.5,1.5,9,170,8,Paris
12-11-2007,1,-2.5,0.05,7.8,1.5,50.5,-3,-6,-1,-6,28,40.5,88,0.05,1018,1,8.5,178.5,15.5,Paris
13-11-2007,3,-0.5,1.1,4.2,1,43.5,0.5,-2.5,1.5,-2.5,24.5,87,94,6.1,1008.5,3,5.5,191.5,14.5,Paris
14-11-2007,3.5,0.5,0,6,1,37.5,1.5,-0.5,2.5,-0.5,17.5,67.5,95,1.15,1010,3.5,7,170,10,Paris
15-11-2007,5,-0.5,0,7.8,1.5,34,0,-1.5,1.5,-1.5,20,39.5,91,0.15,1019,5,6.5,191.5,11.5,Paris
16-11-2007,5.5,-0.5,0,6,1.5,31,0.5,-2.5,2,-2.5,30,73,90.5,5,1017,5.5,9,171.5,17.5,Paris
17-11-2007,7.5,4.5,0,4.2,2,31.5,5,2.5,6,2.5,33,76.5,93,1.05,1017.5,7.5,7.5,227,19.5,Paris
18-11-2007,8,3,0,7.8,1.5,31.5,4,2,5.5,2,29.5,51,91,5,1015.5,8,5.5,214.5,17.5,Paris
19-11-2007,7,2,0,6,1.5,31,2.5,0,4.5,0,33,50.5,88.5,5.8,1007.5,7,8,156.5,20.5,Paris
20-11-2007,4.5,0,0,4.25,1,31,0.5,-2,2,-2,23,55,89.5,2.9,1004.5,4.5,9,185.5,14,Paris
21-11-2007,5.5,1,0,6.05,1,31.5,1.5,0,2.5,0,16.5,63.5,92,0.45,1013,5.5,6,225,10,Paris
22-11-2007,6.5,1.5,0,5.15,1,31.5,2.5,-0.5,3.5,-0.5,32,73,92,5.35,1009.5,6.5,7,174.5,19,Paris
23-11-2007,7,2.5,0,5.2,1.5,31,3,1.5,5,1.5,31,77.5,87.5,3.55,1001.5,7,9.5,187.5,19,Paris
24-11-2007,5.5,2.5,0,4.3,1,31,2.5,1,4,1,16.5,68.5,91,0.6,1006.5,5.5,7.5,218,10.5,Paris
25-11-2007,5.5,1,0,4.3,1,34,1.5,-1,3,-1,24,68,91,0.55,1011.5,5.5,7.5,155,14.5,Paris
26-11-2007,4,-1,0,8.7,1.5,37.5,-0.5,-2,2,-2,17.5,51.5,86,0.15,1017.5,4,8,112,12,Paris
27-11-2007,4,-2,0,6.95,1.5,43.5,-3.5,-3,0.5,-3,16,39,75,0.15,1022,4,9,241.5,10,Paris
28-11-2007,5.5,0,0,6.95,1,51,1,-0.5,2.5,-0.5,18,56.5,90,1.65,1015,5.5,7,219.5,10.5,Paris
29-11-2007,4,0,0.1,6.05,1.5,58.5,-0.5,-3,1.5,-3,26,58,86.5,5.1,1006,4,8.5,188.5,16,Paris
30-11-2007,3.5,-2,0.15,8.7,1.5,63.5,-3,-4.5,0,-4.5,26.5,19,79.5,0.25,1008.5,3.5,9.5,206,17,Paris
01-12-2007,2.5,-2,0.3,7.75,1,65.5,-3,-4,-0.5,-4,18.5,44,84,0.35,1014.5,2.5,7,149.5,12.5,Paris
02-12-2007,2,-2.5,0.1,6.85,1.5,61.5,-3.5,-5,-0.5,-5,17.5,20.5,81.5,0.1,1022,2,10,148.5,11.5,Paris
03-12-2007,2.5,-3,0,8.6,2,61,-3.5,-5,-1,-5,21,21,83,0,1024,2.5,10,94,13,Paris
04-12-2007,0,-5,0,7.75,1.5,61,-8.5,-6,-2.5,-6,11,17,65,0,1021.5,0,10,85.5,8,Paris
05-12-2007,-0.5,-5,2.35,5.95,1,61.5,-6.5,-5.5,-2.5,-5.5,12.5,64,77.5,2.8,1013.5,-0.5,8,127.5,7.5,Paris
06-12-2007,-3.5,-6.5,0.2,5.1,1,61.5,-7.5,-9.5,-4.5,-9.5,20,52,79.5,0.25,1013,-3.5,9,88,13,Paris
07-12-2007,-3,-7.5,2.2,8.7,1.5,61,-7,-10,-5.5,-10,16,26.5,85,2.6,1016,-3,8,108,10.5,Paris
08-12-2007,-2,-7,0,7.8,1.5,61.5,-5.5,-10,-4,-10,28.5,26.5,89,0,1021.5,-2,9.5,36,17,Paris
09-12-2007,-1,-6.5,0.25,6,1,61.5,-5,-9,-4,-9,24.5,51.5,88,1.05,1021,-1,5,45,15.5,Paris
10-12-2007,1,-4.5,0.45,6,1.5,61.5,-4,-4,-1.5,-4,10.5,48.5,86,0.55,1022,1,8,118,7,Paris
11-12-2007,1.5,-4.5,0,7.8,1.5,59.5,-4.5,-4,-1.5,-4,15,28.5,82.5,0,1024.5,1.5,9,170,8,Paris
12-12-2007,1,-2.5,0.05,7.8,1.5,50.5,-3,-6,-1,-6,28,40.5,88,0.05,1018,1,8.5,178.5,15.5,Paris
13-12-2007,3,-0.5,1.1,4.2,1,43.5,0.5,-2.5,1.5,-2.5,24.5,87,94,6.1,1008.5,3,5.5,191.5,14.5,Paris
14-12-2007,3.5,0.5,0,6,1,37.5,1.5,-0.5,2.5,-0.5,17.5,67.5,95,1.15,1010,3.5,7,170,10,Paris
15-12-2007,5,-0.5,0,7.8,1.5,34,0,-1.5,1.5,-1.5,20,39.5,91,0.15,1019,5,6.5,191.5,11.5,Paris
16-12-2007,5.5,-0.5,0,6,1.5,31,0.5,-2.5,2,-2.5,30,73,90.5,5,1017,5.5,9,171.5,17.5,Paris
17-12-2007,7.5,4.5,0,4.2,2,31.5,5,2.5,6,2.5,33,76.5,93,1.05,1017.5,7.5,7.5,227,19.5,Paris
18-12-2007,8,3,0,7.8,1.5,31.5,4,2,5.5,2,29.5,51,91,5,1015.5,8,5.5,214.5,17.5,Paris
19-12-2007,7,2,0,6,1.5,31,2.5,0,4.5,0,33,50.5,88.5,5.8,1007.5,7,8,156.5,20.5,Paris
20-12-2007,4.5,0,0,4.25,1,31,0.5,-2,2,-2,23,55,89.5,2.9,1004.5,4.5,9,185.5,14,Paris
21-12-2007,5.5,1,0,6.05,1,31.5,1.5,0,2.5,0,16.5,63.5,92,0.45,1013,5.5,6,225,10,Paris
22-12-2007,6.5,1.5,0,5.15,1,31.5,2.5,-0.5,3.5,-0.5,32,73,92,5.35,1009.5,6.5,7,174.5,19,Paris
23-12-2007,7,2.5,0,5.2,1.5,31,3,1.5,5,1.5,31,77.5,87.5,3.55,1001.5,7,9.5,187.5,19,Paris
24-12-2007,5.5,2.5,0,4.3,1,31,2.5,1,4,1,16.5,68.5,91,0.6,1006.5,5.5,7.5,218,10.5,Paris
25-12-2007,5.5,1,0,4.3,1,34,1.5,-1,3,-1,24,68,91,0.55,1011.5,5.5,7.5,155,14.5,Paris
26-12-2007,4,-1,0,8.7,1.5,37.5,-0.5,-2,2,-2,17.5,51.5,86,0.15,1017.5,4,8,112,12,Paris
27-12-2007,4,-2,0,6.95,1.5,43.5,-3.5,-3,0.5,-3,16,39,75,0.15,1022,4,9,241.5,10,Paris
28-12-2007,5.5,0,0,6.95,1,51,1,-0.5,2.5,-0.5,18,56.5,90,1.65,1015,5.5,7,219.5,10.5,Paris
29-12-2007,4,0,0.1,6.05,1.5,58.5,-0.5,-3,1.5,-3,26,58,86.5,5.1,1006,4,8.5,188.5,16,Paris
30-12-2007,3.5,-2,0.15,8.7,1.5,63.5,-3,-4.5,0,-4.5,26.5,19,79.5,0.25,1008.5,3.5,9.5,206,17,Paris
31-12-2007,3.5,-2,0,8.7,2,65.5,-4,-5,0.5,-5,30,22.5,75,0,1009.5,3.5,10,175.5,18,Paris
